geometry,elevation,vapor pressure,precipitation,sand,clay,silt,SR,temp,water storage
"POLYGON ((-95.81249999999766 38.14583333333442, -95.81249999999766 38.10416666666775, -95.85416666666433 38.10416666666775, -95.85416666666433 38.14583333333442, -95.81249999999766 38.14583333333442))",339,14,1014.000002,15.11235558,36.80955391,48.07809019,21,13,14.93703872
"POLYGON ((-95.77083333333098 38.14583333333442, -95.77083333333098 38.10416666666775, -95.81249999999766 38.10416666666775, -95.81249999999766 38.14583333333442, -95.77083333333098 38.14583333333442))",328,14,1013.000008,13.93078961,36.20511635,49.86408401,21,13,14.92815634
"POLYGON ((-95.72916666666431 38.14583333333442, -95.72916666666431 38.10416666666775, -95.77083333333098 38.10416666666775, -95.77083333333098 38.14583333333442, -95.72916666666431 38.14583333333442))",327,14,1016.000008,13.192573,35.9497916,50.85764474,21,13,14.60302204
"POLYGON ((-95.68749999999764 38.14583333333442, -95.68749999999764 38.10416666666775, -95.72916666666431 38.10416666666775, -95.72916666666431 38.14583333333442, -95.68749999999764 38.14583333333442))",323,14,1024.000008,13.36694346,36.09200998,50.5410492,21,13,14.46578938
"POLYGON ((-95.64583333333098 38.14583333333442, -95.64583333333098 38.10416666666775, -95.68749999999764 38.10416666666775, -95.68749999999764 38.14583333333442, -95.64583333333098 38.14583333333442))",308,14,1032.000008,10.64478724,34.00771466,55.34750508,21,13,16.56345836
"POLYGON ((-95.60416666666431 38.14583333333442, -95.60416666666431 38.10416666666775, -95.64583333333098 38.10416666666775, -95.64583333333098 38.14583333333442, -95.60416666666431 38.14583333333442))",315,14,1036.000008,14.37302525,36.33610274,49.290871,21,13,16.51557443
"POLYGON ((-95.56249999999764 38.14583333333442, -95.56249999999764 38.10416666666775, -95.60416666666431 38.10416666666775, -95.60416666666431 38.14583333333442, -95.56249999999764 38.14583333333442))",320,14,1037.000008,14.47621526,36.40074441,49.12303708,21,13,16.51319016
"POLYGON ((-95.52083333333097 38.14583333333442, -95.52083333333097 38.10416666666775, -95.56249999999764 38.10416666666775, -95.56249999999764 38.14583333333442, -95.52083333333097 38.14583333333442))",332,14,1034.000008,15.37897659,36.27394957,48.34707362,21,13,14.9336789
"POLYGON ((-95.4791666666643 38.14583333333442, -95.4791666666643 38.10416666666775, -95.52083333333097 38.10416666666775, -95.52083333333097 38.14583333333442, -95.4791666666643 38.14583333333442))",334,14,1032.000008,15.35491952,36.30907715,48.33600163,21,13,15.04724829
"POLYGON ((-95.43749999999763 38.14583333333442, -95.43749999999763 38.10416666666775, -95.4791666666643 38.10416666666775, -95.4791666666643 38.14583333333442, -95.43749999999763 38.14583333333442))",325,14,1034.000008,14.95843502,36.54972065,48.49184334,21,13,16.15735567
"POLYGON ((-95.39583333333096 38.14583333333442, -95.39583333333096 38.10416666666775, -95.43749999999763 38.10416666666775, -95.43749999999763 38.14583333333442, -95.39583333333096 38.14583333333442))",324,14,1037.000008,15.03579381,36.75887079,48.20533515,21,13,16.45955184
"POLYGON ((-95.35416666666428 38.14583333333442, -95.35416666666428 38.10416666666775, -95.39583333333096 38.10416666666775, -95.39583333333096 38.14583333333442, -95.35416666666428 38.14583333333442))",323,14,1041.000008,14.74609445,36.7701508,48.48375149,21,13,15.43143595
"POLYGON ((-95.31249999999761 38.14583333333442, -95.31249999999761 38.10416666666775, -95.35416666666428 38.10416666666775, -95.35416666666428 38.14583333333442, -95.31249999999761 38.14583333333442))",332,14,1044.000008,14.60152194,36.77578391,48.62269981,21,13,14.91835781
"POLYGON ((-95.27083333333096 38.14583333333442, -95.27083333333096 38.10416666666775, -95.31249999999761 38.10416666666775, -95.31249999999761 38.14583333333442, -95.27083333333096 38.14583333333442))",345,14,1048.000008,14.32584281,36.78651685,48.88764,21,13,13.93999958
"POLYGON ((-95.18749999999761 38.14583333333442, -95.18749999999761 38.10416666666775, -95.22916666666427 38.10416666666775, -95.22916666666427 38.14583333333442, -95.18749999999761 38.14583333333442))",349,14,1061.000008,14.33555454,36.22380219,49.44063693,21,13,14.02321184
"POLYGON ((-95.14583333333094 38.14583333333442, -95.14583333333094 38.10416666666775, -95.18749999999761 38.10416666666775, -95.18749999999761 38.14583333333442, -95.14583333333094 38.14583333333442))",356,14,1071.000006,14.34128159,35.8964708,49.76224965,21,13,14.07162517
"POLYGON ((-95.10416666666427 38.14583333333442, -95.10416666666427 38.10416666666775, -95.14583333333094 38.10416666666775, -95.14583333333094 38.14583333333442, -95.10416666666427 38.14583333333442))",331,14,1081.000008,14.7020874,35.96132186,49.33660064,21,13,15.19104958
"POLYGON ((-95.0624999999976 38.14583333333442, -95.0624999999976 38.10416666666775, -95.10416666666427 38.10416666666775, -95.10416666666427 38.14583333333442, -95.0624999999976 38.14583333333442))",311,14,1087.000009,15.27609217,35.70834664,49.01556093,21,13,13.83956997
"POLYGON ((-95.02083333333093 38.14583333333442, -95.02083333333093 38.10416666666775, -95.0624999999976 38.10416666666775, -95.0624999999976 38.14583333333442, -95.02083333333093 38.14583333333442))",304,14,1088.000009,14.47908431,35.29649702,50.2244175,21,13,14.12477049
"POLYGON ((-94.97916666666426 38.14583333333442, -94.97916666666426 38.10416666666775, -95.02083333333093 38.10416666666775, -95.02083333333093 38.14583333333442, -94.97916666666426 38.14583333333442))",310,14,1085.000009,14.6089646,35.79474639,49.59629161,21,13,15.02978489
"POLYGON ((-94.93749999999758 38.14583333333442, -94.93749999999758 38.10416666666775, -94.97916666666426 38.10416666666775, -94.97916666666426 38.14583333333442, -94.93749999999758 38.14583333333442))",308,14,1082.000006,14.5546,35.67519632,49.77021223,21,13,14.8473941
"POLYGON ((-94.85416666666424 38.14583333333442, -94.85416666666424 38.10416666666775, -94.89583333333091 38.10416666666775, -94.89583333333091 38.14583333333442, -94.85416666666424 38.14583333333442))",298,14,1080.000002,13.53624985,34.90050645,51.56324176,21,13,14.57716879
"POLYGON ((-94.81249999999758 38.14583333333442, -94.81249999999758 38.10416666666775, -94.85416666666424 38.10416666666775, -94.85416666666424 38.14583333333442, -94.81249999999758 38.14583333333442))",283,14,1081.000009,13.50398314,34.88743902,51.60858037,21,13,14.5932616
"POLYGON ((-94.7708333333309 38.14583333333442, -94.7708333333309 38.10416666666775, -94.81249999999758 38.10416666666775, -94.81249999999758 38.14583333333442, -94.7708333333309 38.14583333333442))",288,14,1082.000009,15.7930516,34.98323519,49.2237234,21,13,14.90933725
"POLYGON ((-94.68749999999757 38.14583333333442, -94.68749999999757 38.10416666666775, -94.7708333333309 38.10416666666775, -94.7708333333309 38.14583333333442, -94.68749999999757 38.14583333333442))",271,14,1085.500006,17.83698534,34.64142121,47.52159033,21,13,15.94087267
"POLYGON ((-94.6458333333309 38.14583333333442, -94.6458333333309 38.10416666666775, -94.68749999999757 38.10416666666775, -94.68749999999757 38.14583333333442, -94.6458333333309 38.14583333333442))",278,14,1090.000009,19.09450563,34.42857143,46.47692291,21,13,16.57999992
"POLYGON ((-94.6139190234501 38.124428654138, -94.6139350083481 38.118001477540005, -94.61406099999999 38.067343, -94.61408899999999 38.065901, -94.61406910768966 38.06250000000108, -94.6458333333309 38.06250000000108, -94.6458333333309 38.14583333333442, -94.61386578831517 38.14583333333442, -94.6139190234501 38.124428654138))",269,14,1095.495927,19.09450563,34.42857143,46.47692291,21,13,16.57999992
"POLYGON ((-102.04430598542756 38.10416666666775, -102.0208333333315 38.10416666666775, -102.0208333333315 38.06250000000108, -102.04454618361268 38.06250000000108, -102.04430598542756 38.10416666666775))",1058,19,437.000001,12.54130434,21.47,64.55652195,22,12,20.29000092
"POLYGON ((-101.97916666666481 38.10416666666775, -101.97916666666481 38.06250000000108, -102.0208333333315 38.06250000000108, -102.0208333333315 38.10416666666775, -101.97916666666481 38.10416666666775))",1068,19,437.000001,12.54130434,21.47,64.55652195,22,12,20.29000092
"POLYGON ((-101.93749999999815 38.10416666666775, -101.93749999999815 38.06250000000108, -101.97916666666481 38.06250000000108, -101.97916666666481 38.10416666666775, -101.93749999999815 38.10416666666775))",1069,19,438.0000019,12.54130434,21.47,64.55652195,22,12,20.29000092
"POLYGON ((-101.89583333333148 38.10416666666775, -101.89583333333148 38.06250000000108, -101.93749999999815 38.06250000000108, -101.93749999999815 38.10416666666775, -101.89583333333148 38.10416666666775))",1061,19,439.0000019,12.54130434,21.47,64.55652195,22,12,20.29000092
"POLYGON ((-101.85416666666481 38.10416666666775, -101.85416666666481 38.06250000000108, -101.89583333333148 38.06250000000108, -101.89583333333148 38.10416666666775, -101.85416666666481 38.10416666666775))",1058,19,439.000001,12.54130434,21.47,64.55652195,22,12,20.29000092
"POLYGON ((-101.77083333333147 38.10416666666775, -101.77083333333147 38.06250000000108, -101.85416666666481 38.06250000000108, -101.85416666666481 38.10416666666775, -101.77083333333147 38.10416666666775))",1064,19,440.500002,12.54130434,21.47,64.55652195,22,12,20.29000092
"POLYGON ((-101.7291666666648 38.10416666666775, -101.7291666666648 38.06250000000108, -101.77083333333147 38.06250000000108, -101.77083333333147 38.10416666666775, -101.7291666666648 38.10416666666775))",1055,20.00000013,442.0000029,12.54295012,21.48652535,64.54248406,22,12,20.28748832
"POLYGON ((-101.68749999999812 38.10416666666775, -101.68749999999812 38.06250000000108, -101.7291666666648 38.06250000000108, -101.7291666666648 38.10416666666775, -101.68749999999812 38.10416666666775))",1048,20.00000004,444.000003,12.54653647,21.5225197,64.51192068,22,12,20.28201924
"POLYGON ((-101.64583333333145 38.10416666666775, -101.64583333333145 38.06250000000108, -101.68749999999812 38.06250000000108, -101.68749999999812 38.10416666666775, -101.64583333333145 38.10416666666775))",1051,20.00000004,447.000003,12.54130434,21.47,64.55652195,22,12,20.29000092
"POLYGON ((-101.60416666666478 38.10416666666775, -101.60416666666478 38.06250000000108, -101.64583333333145 38.06250000000108, -101.64583333333145 38.10416666666775, -101.60416666666478 38.10416666666775))",1048,20.00000004,451.000003,12.87392773,24.80940533,61.72015739,22,12,19.78236837
"POLYGON ((-101.56249999999812 38.10416666666775, -101.56249999999812 38.06250000000108, -101.60416666666478 38.06250000000108, -101.60416666666478 38.10416666666775, -101.56249999999812 38.10416666666775))",1041,20.00000004,457.000003,12.81288291,24.19654123,62.24069986,22,12,19.87553128
"POLYGON ((-101.52083333333145 38.10416666666775, -101.52083333333145 38.06250000000108, -101.56249999999812 38.06250000000108, -101.56249999999812 38.10416666666775, -101.52083333333145 38.10416666666775))",1037,20.00000004,462.0000031,13.09480771,27.02696571,59.8366344,22,12,19.44526752
"POLYGON ((-101.39583333333144 38.10416666666775, -101.39583333333144 38.06250000000108, -101.43749999999811 38.06250000000108, -101.43749999999811 38.10416666666775, -101.39583333333144 38.10416666666775))",1008,20.00000004,477.0000032,13.11136356,27.19318182,59.69545512,22,12,19.42000008
"POLYGON ((-101.35416666666477 38.10416666666775, -101.35416666666477 38.06250000000108, -101.39583333333144 38.06250000000108, -101.39583333333144 38.10416666666775, -101.35416666666477 38.10416666666775))",996,20.00000004,483.0000032,15.10296788,25.59771912,59.29931043,22,12,19.70362116
"POLYGON ((-101.3124999999981 38.10416666666775, -101.3124999999981 38.06250000000108, -101.35416666666477 38.06250000000108, -101.35416666666477 38.10416666666775, -101.3124999999981 38.10416666666775))",980,20.00000004,489.0000033,17.82421036,23.41774791,58.75803605,22,12,20.09114899
"POLYGON ((-101.27083333333142 38.10416666666775, -101.27083333333142 38.06250000000108, -101.3124999999981 38.06250000000108, -101.3124999999981 38.10416666666775, -101.27083333333142 38.10416666666775))",969,20.00000004,495.0000033,18.7559614,22.67133032,58.57270853,22,12,20.22383941
"POLYGON ((-101.22916666666475 38.10416666666775, -101.22916666666475 38.06250000000108, -101.27083333333142 38.06250000000108, -101.27083333333142 38.10416666666775, -101.22916666666475 38.10416666666775))",961,19.00000009,500.0000034,18.58922449,22.80490275,58.60587449,22,12,20.2000949
"POLYGON ((-101.1874999999981 38.10416666666775, -101.1874999999981 38.06250000000108, -101.22916666666475 38.06250000000108, -101.22916666666475 38.10416666666775, -101.1874999999981 38.10416666666775))",955,19,503.0000034,15.185779,25.53138078,59.28284063,22,12,19.7154147
"POLYGON ((-101.14583333333141 38.10416666666775, -101.14583333333141 38.06250000000108, -101.1874999999981 38.06250000000108, -101.1874999999981 38.10416666666775, -101.14583333333141 38.10416666666775))",931,19,504.0000034,14.0060484,26.71250453,59.28144456,22,12,19.47509764
"POLYGON ((-101.10416666666475 38.10416666666775, -101.10416666666475 38.06250000000108, -101.14583333333141 38.06250000000108, -101.14583333333141 38.10416666666775, -101.10416666666475 38.10416666666775))",918,19,503.0000034,17.41636746,25.62417387,56.95946396,22,12,19.45723385
"POLYGON ((-101.02083333333141 38.10416666666775, -101.02083333333141 38.06250000000108, -101.06249999999808 38.06250000000108, -101.06249999999808 38.10416666666775, -101.02083333333141 38.10416666666775))",898,19,497.0000034,16.85000007,26.49107143,56.6589289,22,12,19.25
"POLYGON ((-100.97916666666474 38.10416666666775, -100.97916666666474 38.06250000000108, -101.02083333333141 38.06250000000108, -101.02083333333141 38.10416666666775, -100.97916666666474 38.10416666666775))",893,19,494.0000034,16.85000007,26.49107143,56.6589289,22,12,19.25
"POLYGON ((-100.93749999999807 38.10416666666775, -100.93749999999807 38.06250000000108, -100.97916666666474 38.06250000000108, -100.97916666666474 38.10416666666775, -100.93749999999807 38.10416666666775))",880,19,493.0000034,15.04368175,27.81756275,57.13876779,22,12,18.33119045
"POLYGON ((-100.8958333333314 38.10416666666775, -100.8958333333314 38.06250000000108, -100.93749999999807 38.06250000000108, -100.93749999999807 38.10416666666775, -100.8958333333314 38.10416666666775))",875,19,493,13.9114681,28.64901207,57.43952614,22,12,17.7552724
"POLYGON ((-100.85416666666472 38.10416666666775, -100.85416666666472 38.06250000000108, -100.8958333333314 38.06250000000108, -100.8958333333314 38.10416666666775, -100.85416666666472 38.10416666666775))",870,19,493,15.63416476,28.23716006,56.12867791,22,12,17.31872618
"POLYGON ((-100.81249999999805 38.10416666666775, -100.81249999999805 38.06250000000108, -100.85416666666472 38.06250000000108, -100.85416666666472 38.10416666666775, -100.81249999999805 38.10416666666775))",883,19,493.0000011,35.92655372,21.19587905,42.87755996,22,12,15.82194098
"POLYGON ((-100.72916666666472 38.10416666666775, -100.72916666666472 38.06250000000108, -100.77083333333138 38.06250000000108, -100.77083333333138 38.10416666666775, -100.72916666666472 38.10416666666775))",884,19,494,16.85000007,26.49107143,56.6589289,22,12,19.25
"POLYGON ((-100.68749999999804 38.10416666666775, -100.68749999999804 38.06250000000108, -100.72916666666472 38.06250000000108, -100.72916666666472 38.10416666666775, -100.68749999999804 38.10416666666775))",881,19,495.0000023,16.85000007,26.49107143,56.6589289,22,12,19.25
"POLYGON ((-100.64583333333138 38.10416666666775, -100.64583333333138 38.06250000000108, -100.68749999999804 38.06250000000108, -100.68749999999804 38.10416666666775, -100.64583333333138 38.10416666666775))",875,19,496.0000034,16.85000007,26.49107143,56.6589289,22,12,19.25
"POLYGON ((-100.60416666666471 38.10416666666775, -100.60416666666471 38.06250000000108, -100.64583333333138 38.06250000000108, -100.64583333333138 38.10416666666775, -100.60416666666471 38.10416666666775))",866,19,495.0000034,18.24415773,26.70464043,55.0512037,22,12,19.07642079
"POLYGON ((-100.56249999999804 38.10416666666775, -100.56249999999804 38.06250000000108, -100.60416666666471 38.06250000000108, -100.60416666666471 38.10416666666775, -100.56249999999804 38.10416666666775))",836,19,493.0000034,23.59672093,27.52459016,48.87868919,22,12,18.40999985
"POLYGON ((-100.52083333333137 38.10416666666775, -100.52083333333137 38.06250000000108, -100.56249999999804 38.06250000000108, -100.56249999999804 38.10416666666775, -100.52083333333137 38.10416666666775))",813,19,492.0000034,22.14125825,27.30163066,50.55711289,22,13.00000006,18.59121248
"POLYGON ((-100.4791666666647 38.10416666666775, -100.4791666666647 38.06250000000108, -100.52083333333137 38.06250000000108, -100.52083333333137 38.10416666666775, -100.4791666666647 38.10416666666775))",822,19,493.0000034,21.21584788,27.15987039,51.62429099,22,12.00000006,18.70643224
"POLYGON ((-100.43749999999802 38.10416666666775, -100.43749999999802 38.06250000000108, -100.4791666666647 38.06250000000108, -100.4791666666647 38.10416666666775, -100.43749999999802 38.10416666666775))",836,19,498.0000034,16.8103257,28.2675326,54.9221376,22,12,18.6252166
"POLYGON ((-100.39583333333135 38.10416666666775, -100.39583333333135 38.06250000000108, -100.43749999999802 38.06250000000108, -100.43749999999802 38.10416666666775, -100.39583333333135 38.10416666666775))",829,19,508.0000035,20.15538556,27.92776058,51.91685269,22,12,18.5097983
"POLYGON ((-100.3541666666647 38.10416666666775, -100.3541666666647 38.06250000000108, -100.39583333333135 38.06250000000108, -100.39583333333135 38.10416666666775, -100.3541666666647 38.10416666666775))",817,19,520.0000035,21.85037704,27.25707302,50.89255994,22,12.00000003,18.62743038
"POLYGON ((-100.31249999999801 38.10416666666775, -100.31249999999801 38.06250000000108, -100.3541666666647 38.06250000000108, -100.3541666666647 38.10416666666775, -100.31249999999801 38.10416666666775))",807,19,528.0000036,22.54707776,27.36379638,50.08912313,22,13.00000006,18.54068498
"POLYGON ((-100.27083333333135 38.10416666666775, -100.27083333333135 38.06250000000108, -100.31249999999801 38.06250000000108, -100.31249999999801 38.10416666666775, -100.27083333333135 38.10416666666775))",801,19,531.0000037,22.44989479,27.3489091,50.20119343,22,13,18.55278475
"POLYGON ((-100.18749999999801 38.10416666666775, -100.18749999999801 38.06250000000108, -100.27083333333135 38.06250000000108, -100.27083333333135 38.10416666666775, -100.18749999999801 38.10416666666775))",792,19,535.0000018,20.03233053,27.09025494,52.87742379,22,13,18.85535158
"POLYGON ((-100.14583333333134 38.10416666666775, -100.14583333333134 38.06250000000108, -100.18749999999801 38.06250000000108, -100.18749999999801 38.10416666666775, -100.14583333333134 38.10416666666775))",780,19,541.0000037,18.36139167,28.90431581,52.73429338,22,13,18.59131111
"POLYGON ((-100.10416666666467 38.10416666666775, -100.10416666666467 38.06250000000108, -100.14583333333134 38.06250000000108, -100.14583333333134 38.10416666666775, -100.10416666666467 38.10416666666775))",781,19,546.0000038,17.08196371,29.43177753,53.48625966,22,13,19.01615043
"POLYGON ((-100.062499999998 38.10416666666775, -100.062499999998 38.06250000000108, -100.10416666666467 38.06250000000108, -100.10416666666467 38.10416666666775, -100.062499999998 38.10416666666775))",769,19,552.0000038,18.05275353,29.02785373,52.91939256,22,13,19.01962067
"POLYGON ((-100.02083333333132 38.10416666666775, -100.02083333333132 38.06250000000108, -100.062499999998 38.06250000000108, -100.062499999998 38.10416666666775, -100.02083333333132 38.10416666666775))",753,19,559.0000039,19.8140892,28.16932899,52.01658495,22,13,18.89675123
"POLYGON ((-99.97916666666465 38.10416666666775, -99.97916666666465 38.06250000000108, -100.02083333333132 38.06250000000108, -100.02083333333132 38.10416666666775, -99.97916666666465 38.10416666666775))",732,19,567.0000039,18.46493539,27.58817998,53.94688425,22,13,19.17078739
"POLYGON ((-99.93749999999798 38.10416666666775, -99.93749999999798 38.06250000000108, -99.97916666666465 38.06250000000108, -99.97916666666465 38.10416666666775, -99.93749999999798 38.10416666666775))",719,19,574.000004,18.11755729,27.36338664,54.51905439,22,13,19.13921834
"POLYGON ((-99.89583333333132 38.10416666666775, -99.89583333333132 38.06250000000108, -99.93749999999798 38.06250000000108, -99.93749999999798 38.10416666666775, -99.89583333333132 38.10416666666775))",707,19,576.000004,16.59898944,27.23046282,56.17054579,22,13,19.56610078
"POLYGON ((-99.85416666666464 38.10416666666775, -99.85416666666464 38.06250000000108, -99.89583333333132 38.06250000000108, -99.89583333333132 38.10416666666775, -99.85416666666464 38.10416666666775))",699,19,577.000004,17.27338324,27.10870289,55.61791454,22,13,19.24705245
"POLYGON ((-99.81249999999798 38.10416666666775, -99.81249999999798 38.06250000000108, -99.85416666666464 38.06250000000108, -99.85416666666464 38.10416666666775, -99.81249999999798 38.10416666666775))",686,19,577.0000013,16.90376237,26.67364027,56.42258828,22,13,19.07977056
"POLYGON ((-99.77083333333131 38.10416666666775, -99.77083333333131 38.06250000000108, -99.81249999999798 38.06250000000108, -99.81249999999798 38.10416666666775, -99.77083333333131 38.10416666666775))",678,19,575.000004,15.2479597,26.80491949,57.94712071,22,13,19.7486844
"POLYGON ((-99.72916666666464 38.10416666666775, -99.72916666666464 38.06250000000108, -99.77083333333131 38.06250000000108, -99.77083333333131 38.10416666666775, -99.72916666666464 38.10416666666775))",670,19,575.0000013,13.93615356,26.71638316,59.34746116,22,13,20.14835969
"POLYGON ((-99.68749999999797 38.10416666666775, -99.68749999999797 38.06250000000108, -99.72916666666464 38.06250000000108, -99.72916666666464 38.10416666666775, -99.68749999999797 38.10416666666775))",675,19,578.000004,15.35259348,26.9327685,57.7146501,22.00000005,13,19.81410748
"POLYGON ((-99.60416666666463 38.10416666666775, -99.60416666666463 38.06250000000108, -99.68749999999797 38.06250000000108, -99.68749999999797 38.10416666666775, -99.60416666666463 38.10416666666775))",694,19.00000002,584.5000027,20.19803909,28.08354044,51.71842366,22.00000005,13,18.83456604
"POLYGON ((-99.56249999999795 38.10416666666775, -99.56249999999795 38.06250000000108, -99.60416666666463 38.06250000000108, -99.60416666666463 38.10416666666775, -99.56249999999795 38.10416666666775))",697,19.00000004,592.0000042,18.83364774,27.9904043,53.1759509,22.00000005,13,18.9228772
"POLYGON ((-99.52083333333128 38.10416666666775, -99.52083333333128 38.06250000000108, -99.56249999999795 38.06250000000108, -99.56249999999795 38.10416666666775, -99.52083333333128 38.10416666666775))",692,18.00000009,597.0000042,9.680777401,27.36561106,62.95361418,22.00000005,13,19.51530325
"POLYGON ((-99.47916666666461 38.10416666666775, -99.47916666666461 38.06250000000108, -99.52083333333128 38.06250000000108, -99.52083333333128 38.10416666666775, -99.47916666666461 38.10416666666775))",680,18,602.0000042,9.608196759,27.36065574,63.03114706,21.00000011,13,19.52000046
"POLYGON ((-99.43749999999795 38.10416666666775, -99.43749999999795 38.06250000000108, -99.47916666666461 38.06250000000108, -99.47916666666461 38.10416666666775, -99.43749999999795 38.10416666666775))",679,18,608.0000043,9.608196759,27.36065574,63.03114706,21,13,19.52000046
"POLYGON ((-99.39583333333128 38.10416666666775, -99.39583333333128 38.06250000000108, -99.43749999999795 38.06250000000108, -99.43749999999795 38.10416666666775, -99.39583333333128 38.10416666666775))",661,18,614.0000043,9.608196759,27.36065574,63.03114706,21,13,19.52000046
"POLYGON ((-99.35416666666461 38.10416666666775, -99.35416666666461 38.06250000000108, -99.39583333333128 38.06250000000108, -99.39583333333128 38.10416666666775, -99.35416666666461 38.10416666666775))",663,18,620.0000044,9.608196759,27.36065574,63.03114706,21,13,19.52000046
"POLYGON ((-99.31249999999794 38.10416666666775, -99.31249999999794 38.06250000000108, -99.35416666666461 38.06250000000108, -99.35416666666461 38.10416666666775, -99.31249999999794 38.10416666666775))",656,18,625.0000044,9.608196759,27.36065574,63.03114706,21,13,19.52000046
"POLYGON ((-99.27083333333127 38.10416666666775, -99.27083333333127 38.06250000000108, -99.31249999999794 38.06250000000108, -99.31249999999794 38.10416666666775, -99.27083333333127 38.10416666666775))",649,18,628.0000044,9.789914078,27.32395506,62.88612577,21,13,19.50445661
"POLYGON ((-99.18749999999793 38.10416666666775, -99.18749999999793 38.06250000000108, -99.2291666666646 38.06250000000108, -99.2291666666646 38.10416666666775, -99.18749999999793 38.10416666666775))",629,18,633.0000045,45.14607235,20.10367002,34.64153673,21,13,15.12584215
"POLYGON ((-99.14583333333125 38.10416666666775, -99.14583333333125 38.06250000000108, -99.18749999999793 38.06250000000108, -99.18749999999793 38.10416666666775, -99.14583333333125 38.10416666666775))",631,18,634.0000045,58.80618041,17.29901663,23.73596015,21,13,12.71338394
"POLYGON ((-99.10416666666458 38.10416666666775, -99.10416666666458 38.06250000000108, -99.14583333333125 38.06250000000108, -99.14583333333125 38.10416666666775, -99.10416666666458 38.10416666666775))",628,18,636.0000045,61.13798619,16.93786182,21.92407716,21,13,13.92056593
"POLYGON ((-99.06249999999793 38.10416666666775, -99.06249999999793 38.06250000000108, -99.10416666666458 38.06250000000108, -99.10416666666458 38.10416666666775, -99.06249999999793 38.10416666666775))",624,18,640.0000045,50.3041204,21.95127726,27.74460174,21,13,16.14993496
"POLYGON ((-99.02083333333124 38.10416666666775, -99.02083333333124 38.06250000000108, -99.06249999999793 38.06250000000108, -99.06249999999793 38.10416666666775, -99.02083333333124 38.10416666666775))",616,18,645.0000046,46.8819324,23.57384148,29.54422565,21,13,17.11726988
"POLYGON ((-98.97916666666458 38.10416666666775, -98.97916666666458 38.06250000000108, -99.02083333333124 38.06250000000108, -99.02083333333124 38.10416666666775, -98.97916666666458 38.10416666666775))",614,18,650.0000046,57.00975413,19.02807415,23.9621711,21,13,15.98625835
"POLYGON ((-98.93749999999791 38.10416666666775, -98.93749999999791 38.06250000000108, -98.97916666666458 38.06250000000108, -98.97916666666458 38.10416666666775, -98.93749999999791 38.10416666666775))",610,18,653.0000047,59.66265015,17.8373494,22.4999998,21,13,15.68999958
"POLYGON ((-98.89583333333124 38.10416666666775, -98.89583333333124 38.06250000000108, -98.93749999999791 38.06250000000108, -98.93749999999791 38.10416666666775, -98.89583333333124 38.10416666666775))",603,18.00000004,656.0000047,59.25912524,18.0496332,22.6912469,21,13,15.39337933
"POLYGON ((-98.85416666666457 38.10416666666775, -98.85416666666457 38.06250000000108, -98.89583333333124 38.06250000000108, -98.89583333333124 38.10416666666775, -98.85416666666457 38.10416666666775))",598,18.00000004,660.0000047,55.71744503,19.91279093,24.36976773,21,13,12.79000129
"POLYGON ((-98.8124999999979 38.10416666666775, -98.8124999999979 38.06250000000108, -98.85416666666457 38.06250000000108, -98.85416666666457 38.10416666666775, -98.8124999999979 38.10416666666775))",591,18,667.0000048,55.71744166,19.9127907,24.36976726,21,13,12.78999996
"POLYGON ((-98.77083333333123 38.10416666666775, -98.77083333333123 38.06250000000108, -98.8124999999979 38.06250000000108, -98.8124999999979 38.10416666666775, -98.77083333333123 38.10416666666775))",584,18,677.0000048,55.0698693,20.1529748,24.77715628,21,13,13.13977344
"POLYGON ((-98.72916666666455 38.10416666666775, -98.72916666666455 38.06250000000108, -98.77083333333123 38.06250000000108, -98.77083333333123 38.10416666666775, -98.72916666666455 38.10416666666775))",577,18,685.0000049,52.82489583,21.24705842,25.9280478,21,13,14.77207954
"POLYGON ((-98.68749999999788 38.10416666666775, -98.68749999999788 38.06250000000108, -98.72916666666455 38.06250000000108, -98.72916666666455 38.10416666666775, -98.68749999999788 38.10416666666775))",568,18,691.0000034,54.52445704,20.66793485,24.80761696,21,14.00000006,13.93636469
"POLYGON ((-98.64583333333121 38.10416666666775, -98.64583333333121 38.06250000000108, -98.68749999999788 38.06250000000108, -98.68749999999788 38.10416666666775, -98.64583333333121 38.10416666666775))",565,18,694.0000035,56.28054451,19.8644485,23.76193891,21,14,12.8959619
"POLYGON ((-98.60416666666455 38.10416666666775, -98.60416666666455 38.06250000000108, -98.64583333333121 38.06250000000108, -98.64583333333121 38.10416666666775, -98.60416666666455 38.10416666666775))",559,18,696.0000035,57.93485221,19.81571856,22.24943163,21,14,12.75690815
"POLYGON ((-98.56249999999788 38.10416666666775, -98.56249999999788 38.06250000000108, -98.60416666666455 38.06250000000108, -98.60416666666455 38.10416666666775, -98.56249999999788 38.10416666666775))",555,18,699.0000035,51.00244612,21.76569102,27.23186755,21,14,14.07479505
"POLYGON ((-98.52083333333121 38.10416666666775, -98.52083333333121 38.06250000000108, -98.56249999999788 38.06250000000108, -98.56249999999788 38.10416666666775, -98.52083333333121 38.10416666666775))",550,17.00000009,705.0000051,48.72607091,22.43567337,28.83824705,21,14,14.52943444
